"","chr","hg38.start","hg38.end","hg19.coord","score","strand","hg38.coord","hg38.id","DS.gok","DS.liu","DS.sy5y","DS.esc","DS.org","nDS","DB.atlas","DB.pedia","DB.base","DB.fun","nDB", "reason.excluded"
"2716","chr7",133034576,133035074,"chr7_132719336_132719834_+",0,"+","chr7_133034576_133035074_+","chr7_133034576_133035074_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2717","chr7",135927754,135927867,"chr7_135612502_135612615_+",0,"+","chr7_135927754_135927867_+","chr7_135927754_135927867_","FALSE","FALSE","TRUE","FALSE","FALSE",1,"FALSE","FALSE","TRUE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: AC015987.2"
"2718","chr7",138515212,138538803,"chr7_138199957_138223548_-",0,"-","chr7_138515212_138538803_-","chr7_138515212_138538803_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2719","chr7",138519189,138581771,"chr7_138203934_138266516_-",0,"-","chr7_138519189_138581771_-","chr7_138519189_138581771_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2720","chr7",138525241,138573642,"chr7_138209986_138258387_-",0,"-","chr7_138525241_138573642_-","chr7_138525241_138573642_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2721","chr7",138554698,138573642,"chr7_138239443_138258387_-",0,"-","chr7_138554698_138573642_-","chr7_138554698_138573642_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2722","chr7",139137847,139148377,"chr7_138822593_138833123_-",0,"-","chr7_139137847_139148377_-","chr7_139137847_139148377_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2723","chr7",139237005,139284574,"chr7_138921751_138969320_-",0,"-","chr7_139237005_139284574_-","chr7_139237005_139284574_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2724","chr7",139237005,139298038,"chr7_138921751_138982784_-",0,"-","chr7_139237005_139298038_-","chr7_139237005_139298038_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2725","chr7",139237008,139298038,"chr7_138921754_138982784_-",0,"-","chr7_139237008_139298038_-","chr7_139237008_139298038_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2726","chr7",139279318,139284574,"chr7_138964064_138969320_-",0,"-","chr7_139279318_139284574_-","chr7_139279318_139284574_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2727","chr7",139398599,139417729,"chr7_139083345_139102475_-",0,"-","chr7_139398599_139417729_-","chr7_139398599_139417729_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2728","chr7",139715932,139717015,"chr7_139415731_139416814_+",0,"+","chr7_139715932_139717015_+","chr7_139715932_139717015_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2729","chr7",140776912,140794467,"chr7_140476712_140494267_+",0,"+","chr7_140776912_140794467_+","chr7_140776912_140794467_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2730","chr7",140776912,140801560,"chr7_140476712_140501360_+",0,"+","chr7_140776912_140801560_+","chr7_140776912_140801560_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2731","chr7",140776912,140808995,"chr7_140476712_140508795_+",0,"+","chr7_140776912_140808995_+","chr7_140776912_140808995_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2732","chr7",141636960,141649333,"chr7_141336760_141349133_-",0,"-","chr7_141636960_141649333_-","chr7_141636960_141649333_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2733","chr7",143264874,143265028,"chr7_142961967_142962121_-",0,"-","chr7_143264874_143265028_-","chr7_143264874_143265028_","FALSE","FALSE","TRUE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: AC073342.12"
"2734","chr7",149153945,149154340,"chr7_148851037_148851432_-",0,"-","chr7_149153945_149154340_-","chr7_149153945_149154340_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2735","chr7",149891191,149909705,"chr7_149588280_149606794_-",0,"-","chr7_149891191_149909705_-","chr7_149891191_149909705_","TRUE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","TRUE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-728K20.1"
"2736","chr7",150233035,150237608,"chr7_149930124_149934697_-",0,"-","chr7_150233035_150237608_-","chr7_150233035_150237608_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2737","chr7",152144713,152151581,"chr7_151841798_151848666_+",0,"+","chr7_152144713_152151581_+","chr7_152144713_152151581_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2738","chr7",152152705,152196011,"chr7_151849790_151893096_+",0,"+","chr7_152152705_152196011_+","chr7_152152705_152196011_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2739","chr7",152162117,152196011,"chr7_151859202_151893096_+",0,"+","chr7_152162117_152196011_+","chr7_152162117_152196011_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2740","chr7",152205106,152248620,"chr7_151902191_151945705_+",0,"+","chr7_152205106_152248620_+","chr7_152205106_152248620_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2741","chr7",152783187,152825122,"chr7_152480272_152522207_-",0,"-","chr7_152783187_152825122_-","chr7_152783187_152825122_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2742","chr7",152800531,152825122,"chr7_152497616_152522207_-",0,"-","chr7_152800531_152825122_-","chr7_152800531_152825122_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2743","chr7",153224708,153238944,"chr7_152921793_152936029_-",0,"-","chr7_153224708_153238944_-","chr7_153224708_153238944_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2744","chr7",155737530,155745602,"chr7_155530224_155538296_-",0,"-","chr7_155737530_155745602_-","chr7_155737530_155745602_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2745","chr7",155763809,155774647,"chr7_155556503_155567341_+",0,"+","chr7_155763809_155774647_+","chr7_155763809_155774647_","FALSE","FALSE","FALSE","FALSE","FALSE",0,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: not in novel datasets"
"2746","chr7",156676386,156688191,"chr7_156469080_156480885_-",0,"-","chr7_156676386_156688191_-","chr7_156676386_156688191_","FALSE","FALSE","TRUE","FALSE","FALSE",1,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: AC005534.9"
"2747","chr7",157201721,157225539,"chr7_156994415_157018233_-",0,"-","chr7_157201721_157225539_-","chr7_157201721_157225539_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2748","chr7",158759486,158799072,"chr7_158552177_158591763_+",0,"+","chr7_158759486_158799072_+","chr7_158759486_158799072_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2749","chr7",158788004,158799072,"chr7_158580695_158591763_+",0,"+","chr7_158788004_158799072_+","chr7_158788004_158799072_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2750","chr7",158876609,158879989,"chr7_158669300_158672680_-",0,"-","chr7_158876609_158879989_-","chr7_158876609_158879989_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2751","chr7",158879684,158906091,"chr7_158672375_158698782_-",0,"-","chr7_158879684_158906091_-","chr7_158879684_158906091_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2752","chr7",158879684,158918869,"chr7_158672375_158711560_-",0,"-","chr7_158879684_158918869_-","chr7_158879684_158918869_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2753","chr8",2492872,2494091,"chr8_2349988_2351207_-",0,"-","chr8_2492872_2494091_-","chr8_2492872_2494091_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2754","chr8",8922289,8922750,"chr8_8779799_8780260_+",0,"+","chr8_8922289_8922750_+","chr8_8922289_8922750_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2755","chr8",8933853,8935790,"chr8_8791363_8793300_+",0,"+","chr8_8933853_8935790_+","chr8_8933853_8935790_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2756","chr8",8991548,8994254,"chr8_8849058_8851764_+",0,"+","chr8_8991548_8994254_+","chr8_8991548_8994254_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2757","chr8",17265771,17286427,"chr8_17123280_17143936_-",0,"-","chr8_17265771_17286427_-","chr8_17265771_17286427_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2758","chr8",18011237,18011827,"chr8_17868746_17869336_-",0,"-","chr8_18011237_18011827_-","chr8_18011237_18011827_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2759","chr8",18765449,18804898,"chr8_18622959_18662408_+",0,"+","chr8_18765449_18804898_+","chr8_18765449_18804898_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2760","chr8",19377121,19403137,"chr8_19234632_19260648_-",0,"-","chr8_19377121_19403137_-","chr8_19377121_19403137_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2761","chr8",19391582,19403137,"chr8_19249093_19260648_-",0,"-","chr8_19391582_19403137_-","chr8_19391582_19403137_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2762","chr8",21974670,21980203,"chr8_21832181_21837714_-",0,"-","chr8_21974670_21980203_-","chr8_21974670_21980203_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2763","chr8",24884002,24893384,"chr8_24741515_24750897_-",0,"-","chr8_24884002_24893384_-","chr8_24884002_24893384_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2764","chr8",27690158,27694187,"chr8_27547675_27551704_-",0,"-","chr8_27690158_27694187_-","chr8_27690158_27694187_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2765","chr8",28447171,28452476,"chr8_28304688_28309993_+",0,"+","chr8_28447171_28452476_+","chr8_28447171_28452476_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-181B11.2"
"2766","chr8",28520638,28528164,"chr8_28378155_28385681_-",0,"-","chr8_28520638_28528164_-","chr8_28520638_28528164_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2767","chr8",30220347,30230518,"chr8_30077863_30088034_+",0,"+","chr8_30220347_30230518_+","chr8_30220347_30230518_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2768","chr8",31080867,31096850,"chr8_30938383_30954366_-",0,"-","chr8_31080867_31096850_-","chr8_31080867_31096850_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2769","chr8",31080867,31100955,"chr8_30938383_30958471_-",0,"-","chr8_31080867_31100955_-","chr8_31080867_31100955_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2770","chr8",31080867,31157530,"chr8_30938383_31015046_-",0,"-","chr8_31080867_31157530_-","chr8_31080867_31157530_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-473A17.1"
"2771","chr8",33610759,33611675,"chr8_33468277_33469193_+",0,"+","chr8_33610759_33611675_+","chr8_33610759_33611675_","TRUE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-317N12.1"
"2772","chr8",38278306,38290677,"chr8_38135824_38148195_+",0,"+","chr8_38278306_38290677_+","chr8_38278306_38290677_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2773","chr8",38314647,38348215,"chr8_38172165_38205733_+",0,"+","chr8_38314647_38348215_+","chr8_38314647_38348215_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-513D5.2"
"2774","chr8",38347497,38348215,"chr8_38205015_38205733_+",0,"+","chr8_38347497_38348215_+","chr8_38347497_38348215_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2775","chr8",39091259,39103952,"chr8_38948778_38961471_-",0,"-","chr8_39091259_39103952_-","chr8_39091259_39103952_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2776","chr8",39221610,39257343,"chr8_39079129_39114862_-",0,"-","chr8_39221610_39257343_-","chr8_39221610_39257343_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2777","chr8",39223040,39257343,"chr8_39080559_39114862_-",0,"-","chr8_39223040_39257343_-","chr8_39223040_39257343_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2778","chr8",41974704,41987563,"chr8_41832222_41845081_+",0,"+","chr8_41974704_41987563_+","chr8_41974704_41987563_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2779","chr8",42864617,42865489,"chr8_42719760_42720632_+",0,"+","chr8_42864617_42865489_+","chr8_42864617_42865489_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2780","chr8",42950388,43018494,"chr8_42805531_42873637_-",0,"-","chr8_42950388_43018494_-","chr8_42950388_43018494_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2781","chr8",42957094,42964474,"chr8_42812237_42819617_-",0,"-","chr8_42957094_42964474_-","chr8_42957094_42964474_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2782","chr8",42964311,42974194,"chr8_42819454_42829337_-",0,"-","chr8_42964311_42974194_-","chr8_42964311_42974194_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2783","chr8",47877724,47930787,"chr8_48790285_48843347_+",0,"+","chr8_47877724_47930787_+","chr8_47877724_47930787_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: AC103686.1"
"2784","chr8",50502778,50536808,"chr8_51415338_51449368_-",0,"-","chr8_50502778_50536808_-","chr8_50502778_50536808_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2785","chr8",50502778,50590917,"chr8_51415338_51503477_-",0,"-","chr8_50502778_50590917_-","chr8_50502778_50590917_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2786","chr8",50502778,50708978,"chr8_51415338_51621538_-",0,"-","chr8_50502778_50708978_-","chr8_50502778_50708978_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2787","chr8",50530177,50590917,"chr8_51442737_51503477_-",0,"-","chr8_50530177_50590917_-","chr8_50530177_50590917_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2788","chr8",52116275,52172583,"chr8_53028835_53085143_+",0,"+","chr8_52116275_52172583_+","chr8_52116275_52172583_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-26M5.3"
"2789","chr8",52212079,52221793,"chr8_53124639_53134353_+",0,"+","chr8_52212079_52221793_+","chr8_52212079_52221793_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2790","chr8",53970392,54000050,"chr8_54882952_54912610_+",0,"+","chr8_53970392_54000050_+","chr8_53970392_54000050_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-30L15.4"
"2791","chr8",54044817,54045666,"chr8_54957377_54958226_-",0,"-","chr8_54044817_54045666_-","chr8_54044817_54045666_","FALSE","FALSE","TRUE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-30L15.6"
"2792","chr8",55080811,55082926,"chr8_55993371_55995486_-",0,"-","chr8_55080811_55082926_-","chr8_55080811_55082926_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2793","chr8",55785719,55805036,"chr8_56698278_56717595_-",0,"-","chr8_55785719_55805036_-","chr8_55785719_55805036_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2794","chr8",60322513,60363300,"chr8_61235072_61275859_-",0,"-","chr8_60322513_60363300_-","chr8_60322513_60363300_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2795","chr8",60741259,60743097,"chr8_61653818_61655656_-",0,"-","chr8_60741259_60743097_-","chr8_60741259_60743097_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2796","chr8",60781000,60808272,"chr8_61693559_61720831_-",0,"-","chr8_60781000_60808272_-","chr8_60781000_60808272_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2797","chr8",61618978,61653660,"chr8_62531537_62566219_+",0,"+","chr8_61618978_61653660_+","chr8_61618978_61653660_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2798","chr8",63175331,63187745,"chr8_64087890_64100303_-",0,"-","chr8_63175331_63187745_-","chr8_63175331_63187745_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2799","chr8",64133448,64151164,"chr8_65046005_65063721_-",0,"-","chr8_64133448_64151164_-","chr8_64133448_64151164_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-32K4.1"
"2800","chr8",64380867,64381152,"chr8_65293424_65293709_+",0,"+","chr8_64380867_64381152_+","chr8_64380867_64381152_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","TRUE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2801","chr8",67158447,67172555,"chr8_68070682_68084790_-",0,"-","chr8_67158447_67172555_-","chr8_67158447_67172555_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2802","chr8",68017846,68030658,"chr8_68930081_68942893_-",0,"-","chr8_68017846_68030658_-","chr8_68017846_68030658_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2803","chr8",68038159,68060779,"chr8_68950394_68973014_-",0,"-","chr8_68038159_68060779_-","chr8_68038159_68060779_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2804","chr8",68115753,68192525,"chr8_69027988_69104760_-",0,"-","chr8_68115753_68192525_-","chr8_68115753_68192525_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2805","chr8",70159505,70162854,"chr8_71071740_71075089_+",0,"+","chr8_70159505_70162854_+","chr8_70159505_70162854_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2806","chr8",70674818,70707153,"chr8_71587053_71619388_-",0,"-","chr8_70674818_70707153_-","chr8_70674818_70707153_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2807","chr8",71244603,71317689,"chr8_72156838_72229924_+",0,"+","chr8_71244603_71317689_+","chr8_71244603_71317689_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2808","chr8",71244603,71334174,"chr8_72156838_72246409_+",0,"+","chr8_71244603_71334174_+","chr8_71244603_71334174_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2809","chr8",71269740,71299720,"chr8_72181975_72211955_+",0,"+","chr8_71269740_71299720_+","chr8_71269740_71299720_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2810","chr8",71269740,71334174,"chr8_72181975_72246409_+",0,"+","chr8_71269740_71334174_+","chr8_71269740_71334174_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2811","chr8",72205299,72211555,"chr8_73117534_73123790_-",0,"-","chr8_72205299_72211555_-","chr8_72205299_72211555_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2812","chr8",74438624,74500597,"chr8_75350859_75412832_+",0,"+","chr8_74438624_74500597_+","chr8_74438624_74500597_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"2813","chr8",74438624,74612940,"chr8_75350859_75525175_+",0,"+","chr8_74438624_74612940_+","chr8_74438624_74612940_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
