,SY5Y_exp1_D0,SY5Y_exp1_D2,SY5Y_exp1_D4,SY5Y_exp2_D0,SY5Y_exp2_D4,SY5Y_exp2_D8
chr18_20586326_20602233_+,0,0,0,0,0.040181154,0
chr18_20876985_20877112_+,0.06101729,0,0,0,0,0
chr18_21087949_21089243_+,0.06101729,0,0,0,0,0
chr18_21946856_21957499_-,0,0,0.047093461,0,0,0
chr18_29218607_29246335_-,0,0,0.047093461,0,0,0
chr18_29426679_29429702_-,0,0,0.047093461,0,0,0
chr18_29487423_29497630_-,0,0,0.047093461,0,0,0
chr18_31206837_31263532_+,0,0,0,0.033979442,0,0
chr18_32917303_32917470_+,0.040678193,0,0,0,0.040181154,0
chr18_33702015_33706979_-,0,0,0.047093461,0,0,0
chr18_42529846_42533305_+,0,0.097840896,0,0.033979442,0,0
chr18_43833663_43843064_+,0,0.048920448,0,0,0,0
chr18_44470543_44483598_-,0,0,0,0.033979442,0,0
chr18_48189277_48190874_+,0.06101729,0,0,0,0,0
chr18_48422179_48458730_+,0.06101729,0,0,0,0,0
chr18_48702265_48703946_-,0,0,0.070640192,0,0,0
chr18_51887796_51887956_+,0,0,0.047093461,0,0,0
chr18_52894836_52895059_-,0.06101729,0,0,0,0,0
chr18_52937062_52946887_-,0,0,0.047093461,0,0,0
chr18_55912659_55919286_+,0.06101729,0,0.047093461,0,0,0
chr18_60948120_60948447_-,0,0.048920448,0,0,0,0
chr18_6301902_6312055_-,0.040678193,0,0,0,0,0
chr18_68193301_68245227_+,0.06101729,0,0,0,0,0
chr18_68193301_68256030_+,0.081356387,0,0.117733653,0,0,0
chr18_8714137_8720494_+,0,0.073380672,0,0,0,0
chr18_9182380_9239554_+,0,0,0.047093461,0,0,0
chr18_9182380_9263886_+,0.040678193,0,0,0,0,0
chr19_10274002_10288043_-,0,0.048920448,0,0,0,0
chr19_11618272_11618373_-,0.040678193,0,0,0,0,0
chr19_12635610_12639510_-,0,0.097840896,0,0,0,0
chr19_12637734_12639510_-,0.040678193,0,0,0,0,0
chr19_12907724_12907836_+,0.06101729,0,0,0,0,0
chr19_12989196_12989648_-,0.040678193,0,0,0,0,0
chr19_13876832_13876979_-,0,0,0.047093461,0,0,0
chr19_19356122_19359691_+,0,0,0.047093461,0,0,0
chr19_24281233_24281354_+,0,0,0.047093461,0,0,0
chr19_30774979_30787150_+,0.040678193,0,0,0,0,0
chr19_30934468_30936639_+,0.06101729,0,0,0,0,0
chr19_31025687_31040421_+,0.040678193,0,0,0,0,0
chr19_31025754_31040421_+,0.040678193,0,0,0,0,0
chr19_33406243_33409245_-,0.06101729,0,0,0,0,0
chr19_33608731_33617639_+,0.040678193,0,0,0,0,0
chr19_34714242_34714948_-,0.040678193,0,0,0,0,0
chr19_35175157_35230514_+,0,0,0,0,0.080362309,0
chr19_37117032_37118448_+,0,0.048920448,0,0,0,0
chr19_37646767_37678146_-,0,0.073380672,0,0,0,0
chr19_3976485_3976647_+,0.040678193,0,0,0,0,0
chr19_4035801_4035921_-,0,0,0,0,0.040181154,0
chr19_42752986_42753129_-,0.040678193,0,0,0,0,0
chr19_42828737_42828963_-,0.06101729,0,0,0,0,0
chr19_430684_440932_-,0.06101729,0,0,0,0,0
chr19_47421745_47425613_+,0.101695483,0.097840896,0.094186922,0,0,0
chr19_50189383_50189917_-,0,0,0.047093461,0,0,0
chr19_52722953_52723069_+,0,0,0.047093461,0,0,0
chr19_53384397_53384564_+,0,0,0.047093461,0,0,0
chr19_55715150_55716960_-,0,0,0.094186922,0,0.080362309,0
chr19_58199148_58199315_-,0.040678193,0,0,0,0,0
chr19_58265454_58265621_-,0.06101729,0,0,0,0,0
chr19_58287911_58291514_+,0,0,0,0.033979442,0,0
chr19_9677012_9679758_-,0.081356387,0,0,0,0,0
chr1_10292308_10328321_+,0.040678193,0,0,0,0,0
chr1_108724563_108728576_-,0.06101729,0,0,0,0,0
chr1_109325044_109337529_+,0,0,0,0.033979442,0,0
chr1_109456960_109465198_+,0,0.048920448,0,0,0,0
chr1_109884636_109888500_-,0.040678193,0,0,0,0,0
chr1_110125059_110129504_+,0,0.048920448,0,0,0,0
chr1_110203787_110233186_+,0.142373677,0.146761344,0.070640192,0,0,0
chr1_110598108_110598231_+,0,0,0,0,0.040181154,0
chr1_114189108_114201887_+,0.06101729,0,0.047093461,0,0,0
chr1_115292697_115292798_+,0.040678193,0.048920448,0,0,0.060271731,0
chr1_118441679_118441823_-,0,0,0,0.033979442,0,0
chr1_14099573_14109326_+,0,0.097840896,0,0,0,0
chr1_146731491_146739177_+,0,0,0.047093461,0,0,0
chr1_149931603_149936274_-,0.040678193,0,0,0,0,0
chr1_150064031_150082742_+,0.040678193,0,0,0,0,0
chr1_150413399_150418877_+,0.081356387,0.048920448,0,0,0,0
chr1_151060666_151079698_+,0.06101729,0,0,0,0,0
chr1_151630711_151634746_+,0.040678193,0,0,0,0,0
chr1_154179502_154179611_+,0,0.097840896,0,0,0,0
chr1_154552205_154552321_-,0.040678193,0,0,0,0,0
chr1_154573894_154574043_-,0,0.073380672,0,0,0,0
chr1_154574286_154574432_+,0,0.073380672,0,0,0,0
chr1_155184845_155205102_-,0.12203458,0.24460224,0,0.169897211,0,0
chr1_155185354_155205635_-,0.508477417,0,0,0,0,0
chr1_155186175_155206260_-,0,0.415823808,0,0,0,0
chr1_155348072_155349907_-,0.040678193,0.048920448,0,0,0,0
chr1_155408118_155452240_-,0,0,0,0.033979442,0,0
chr1_155640111_155644887_-,0,0,0.047093461,0,0,0
chr1_155764841_155796819_-,0,0,0,0.050969163,0,0
chr1_156641214_156641471_+,0.06101729,0,0,0,0,0
chr1_156641586_156641726_+,0,0.048920448,0,0,0,0
chr1_156670403_156670750_+,0,0.12230112,0.070640192,0,0,0
chr1_156670714_156670821_-,0,0,0.047093461,0,0,0
chr1_160264574_160265609_+,0,0.048920448,0,0,0,0
chr1_16247365_16247478_+,0,0,0.047093461,0,0,0
chr1_163045164_163045353_-,0.06101729,0,0,0,0,0
chr1_16459824_16460051_+,0,0,0,0,0.040181154,0
chr1_169767998_169796340_+,0.06101729,0,0,0,0,0
chr1_169806068_169819468_+,0,0.048920448,0,0,0,0
chr1_179955304_179966310_+,0.040678193,0,0,0,0,0
chr1_179955304_179975702_+,0.06101729,0.048920448,0.070640192,0,0,0
chr1_179959642_179966310_+,0.040678193,0,0,0,0,0
chr1_179961197_179966310_+,0.040678193,0,0,0,0,0
chr1_179965688_179966310_+,0,0.048920448,0.047093461,0,0,0
chr1_184559873_184588764_+,0,0,0,0.033979442,0,0
chr1_186287579_186287960_-,0,0,0,0.033979442,0,0
chr1_186315267_186315374_-,0,0,0,0,0.040181154,0
chr1_187272598_187273641_+,0.040678193,0,0,0,0,0
chr1_193110980_193121574_+,0,0,0,0.033979442,0,0
chr1_196398707_196448368_-,0,0,0.070640192,0,0,0
chr1_196434423_196461471_-,0,0.048920448,0,0,0,0
chr1_196448148_196448368_-,0,0.048920448,0,0,0,0
chr1_196458968_196461471_-,0,0.048920448,0,0,0,0
chr1_197071519_197071690_+,0.040678193,0,0,0,0,0
chr1_197141290_197161029_-,0.040678193,0,0,0,0,0
chr1_19785159_19800086_+,0,0,0.047093461,0,0,0
chr1_200550329_200561368_-,0,0.048920448,0,0,0,0
chr1_200550329_200567549_-,0,0,0.047093461,0,0,0
chr1_200558345_200562897_-,0.040678193,0,0,0,0,0
chr1_201437146_201437276_-,0,0,0,0,0.040181154,0
chr1_201821232_201828122_+,0,0.048920448,0,0,0,0
chr1_201826224_201828122_+,0.06101729,0,0,0,0,0
chr1_20230760_20231480_+,0.040678193,0,0,0,0,0
chr1_202555421_202555751_+,0,0,0.047093461,0,0,0
chr1_204100557_204100750_-,0,0.048920448,0,0,0,0
chr1_204210503_204226571_-,0,0.048920448,0,0,0,0
chr1_204210813_204210919_-,0,0,0,0.067958884,0,0
chr1_205685486_205685605_+,0,0,0.070640192,0,0,0
chr1_207310573_207310713_+,0,0,0.047093461,0,0,0
chr1_207930359_207940540_+,0.081356387,0.048920448,0,0,0,0
chr1_208266131_208270228_-,0.040678193,0,0,0,0,0
chr1_20979179_20979464_-,0,0,0.047093461,0,0,0
chr1_21071237_21107033_-,0.06101729,0,0,0,0,0
chr1_21091870_21103243_-,0,0.048920448,0,0,0.040181154,0
chr1_211092982_211094309_-,0.142373677,0.048920448,0,0,0,0
chr1_213046020_213068696_+,0,0,0.047093461,0,0,0
chr1_213277796_213303232_+,0,0.048920448,0,0,0,0
chr1_213403840_213416001_+,0,0,0.047093461,0,0,0
chr1_214169812_214185058_+,0.18305187,0.097840896,0,0.101938327,0,0
chr1_214788213_214788371_+,0,0,0.047093461,0,0,0
chr1_216737561_216741440_-,0,0,0.047093461,0,0,0
chr1_216824315_216850833_-,0,0,0.047093461,0,0,0
chr1_220275471_220276119_+,0.040678193,0,0,0,0,0
chr1_22027991_22030111_-,0,0,0,0,0.040181154,0
chr1_220310151_220312481_+,0.040678193,0,0,0,0,0
chr1_22074631_22084276_-,0.06101729,0,0,0,0,0
chr1_224505396_224514166_-,0,0.073380672,0,0,0,0
chr1_224599199_224606072_+,0,0,0.047093461,0,0,0
chr1_224603718_224603829_+,0,0,0,0.067958884,0,0
chr1_225140372_225211567_+,0.142373677,0.097840896,0.047093461,0.050969163,0.080362309,0
chr1_225266909_225284941_+,0.040678193,0,0,0,0,0
chr1_225273412_225284941_+,0,0.048920448,0,0.050969163,0,0
chr1_225306922_225311316_+,0,0,0.070640192,0,0,0
chr1_225332099_225373127_+,0,0.048920448,0,0,0,0
chr1_225339707_225373127_+,0.06101729,0,0,0,0,0
chr1_225355641_225373127_+,0.06101729,0,0,0,0,0
chr1_225451899_225477784_+,0,0.048920448,0,0,0,0
chr1_225600156_225607500_-,0,0.048920448,0,0,0,0
chr1_228485385_228485521_-,0,0,0,0,0.040181154,0
chr1_229577253_229577451_+,0,0.048920448,0,0,0,0
chr1_232596633_232607274_-,0,0.048920448,0,0,0,0
chr1_233091303_233092189_+,0.040678193,0,0,0,0,0
chr1_23356962_23370979_+,0,0,0,0.033979442,0,0
chr1_23395062_23395178_+,0.081356387,0.073380672,0,0.135917769,0.040181154,0
chr1_235577785_235594050_+,0,0,0.047093461,0,0,0
chr1_235600637_235606226_+,0,0.048920448,0,0,0,0
chr1_236142295_236143195_-,0,0,0.047093461,0,0,0
chr1_23651994_23652130_-,0,0,0,0.033979442,0,0
chr1_236966728_237001899_+,0,0,0.047093461,0,0,0
chr1_236987419_236988699_+,0,0.048920448,0,0,0,0
chr1_237062302_237062409_+,0,0.048920448,0,0,0,0
chr1_23793646_23795098_-,0,0,0,0,0.040181154,0
chr1_239656009_239657951_+,0,0,0.070640192,0,0,0
chr1_239656009_239709049_+,0,0.048920448,0.070640192,0,0,0
chr1_240368220_240374535_+,0,0.048920448,0,0,0,0
chr1_242042051_242048809_+,0.040678193,0,0.047093461,0,0,0
chr1_242045218_242048809_+,0,0,0.047093461,0,0,0
chr1_243468015_243493994_+,0.040678193,0,0,0,0,0
chr1_243800913_243859018_-,0.040678193,0,0,0,0,0
chr1_245015990_245016098_-,0.040678193,0,0,0,0,0
chr1_245180544_245222760_+,0,0.048920448,0,0,0,0
chr1_246350045_246370761_-,0,0.048920448,0,0,0,0
chr1_246704240_246714604_-,0.06101729,0,0,0,0,0
chr1_247319708_247323169_-,0.040678193,0,0,0,0,0
chr1_26026187_26026328_-,0,0,0.047093461,0,0,0
chr1_26227978_26228130_-,0,0.048920448,0,0.050969163,0,0
chr1_26227982_26228094_-,0.040678193,0.048920448,0,0,0.080362309,0
chr1_27061197_27061302_+,0,0,0,0.033979442,0,0
chr1_28817463_28819603_+,0,0.048920448,0,0,0,0
chr1_28833893_28833993_-,0.162712773,0.097840896,0.117733653,0.033979442,0.040181154,0
chr1_29474592_29481422_-,0,0.073380672,0,0,0,0
chr1_31353449_31353602_-,0.06101729,0,0,0,0,0
chr1_32694100_32694210_+,0,0.073380672,0,0,0,0
chr1_32834087_32841938_-,0,0,0,0,0.040181154,0
chr1_33736088_33747412_+,0.040678193,0,0,0,0,0
chr1_35851043_35855699_+,0,0.048920448,0,0,0,0
chr1_39900086_39901433_+,0,0.048920448,0,0,0,0
chr1_40869356_40875507_+,0,0,0.047093461,0,0,0
chr1_42730786_42744455_-,0.040678193,0.048920448,0,0.050969163,0,0
chr1_42948334_42964587_+,0.040678193,0,0,0,0,0
chr1_53351505_53358647_+,0,0,0.047093461,0,0,0
chr1_58999621_59004978_-,0,0,0.047093461,0,0,0
chr1_62160369_62166697_-,0.040678193,0,0,0,0,0
chr1_6281808_6281928_+,0,0,0.047093461,0,0,0
chr1_62907159_62907970_+,0.101695483,0,0,0,0,0
chr1_62910409_62913182_+,0,0,0.047093461,0,0,0
chr1_63052220_63084462_-,0,0,0.047093461,0,0,0
chr1_63269390_63270926_+,0,0.073380672,0,0,0,0
chr1_63944435_63955889_-,0,0.048920448,0,0,0,0
chr1_65068489_65107652_+,0.040678193,0,0,0,0,0
chr1_65095038_65107652_+,0.203390967,0.073380672,0,0,0,0
chr1_67209315_67209420_-,0,0,0.047093461,0,0,0
chr1_67423742_67428843_+,0.06101729,0.073380672,0,0.050969163,0,0
chr1_76779490_76779684_+,0,0,0,0.033979442,0,0
chr1_78267016_78272786_+,0,0.048920448,0.047093461,0,0,0
chr1_78467857_78468040_+,0.040678193,0,0,0,0,0
chr1_82302570_82302742_+,0.040678193,0.073380672,0,0,0,0
chr1_82348739_82372915_+,0.040678193,0,0,0,0,0
chr1_84376848_84412965_-,0,0,0,0.033979442,0,0
chr1_85121515_85136991_-,0,0,0,0.033979442,0,0
chr1_8924000_8924125_+,0,0.048920448,0,0,0,0
chr1_89250322_89251896_+,0,0,0,0.033979442,0,0
chr1_91403042_91406866_-,0,0,0.047093461,0,0,0
chr1_91403042_91447927_-,0.040678193,0.048920448,0,0,0,0
chr1_92554255_92595333_+,0,0.048920448,0,0,0,0
chr1_92643368_92648152_+,0.06101729,0,0,0,0,0
chr1_92772745_92811471_+,0.06101729,0,0,0,0,0
chr1_93128276_93170301_-,0,0,0,0.033979442,0,0
chr1_93676407_93683426_+,0.040678193,0,0,0,0,0
chr1_93687166_93730458_+,0,0.048920448,0,0,0,0
chr1_94018055_94018178_+,0,0,0,0,0.040181154,0
chr1_97216981_97243502_+,0,0.048920448,0,0,0,0
chr1_98659570_98659670_+,0,0,0,0.033979442,0,0
chr1_99156631_99167459_+,0.040678193,0,0.070640192,0,0,0
chr20_10393797_10393964_+,0.040678193,0,0,0,0,0
chr20_13550154_13561628_-,0,0,0.047093461,0,0,0
chr20_21306917_21330099_+,0.040678193,0,0,0,0,0
chr20_30382205_30382319_+,0.040678193,0,0,0,0,0
chr20_30897516_30904677_+,0.040678193,0,0,0,0,0
chr20_32602973_32603089_-,0,0,0,0,0.040181154,0
chr20_32617575_32619410_+,0.12203458,0.12230112,0.070640192,0.050969163,0,0
chr20_33334611_33356389_-,0,0.048920448,0,0,0,0
chr20_33362768_33362904_-,0.040678193,0,0,0,0,0
chr20_34388016_34389527_+,0,0,0.047093461,0,0,0
chr20_37144835_37169835_+,0,0.048920448,0,0,0,0
chr20_3765615_3765824_-,0.040678193,0,0,0,0,0
chr20_39721112_39729993_+,0.142373677,0.146761344,0.094186922,0,0.060271731,0
chr20_40043868_40043999_+,0,0,0,0.033979442,0,0
chr20_44523475_44523731_-,0,0,0.047093461,0,0,0
chr20_47570201_47570327_+,0,0,0,0.033979442,0,0
chr20_49518554_49535318_-,0,0,0,0,0.040181154,0
chr20_49535198_49545362_-,0,0,0.047093461,0,0,0
chr20_49558568_49571822_-,0,0.048920448,0,0,0,0
chr20_51618478_51618586_-,0,0,0.047093461,0,0,0
chr20_58342241_58349545_+,0,0,0,0.033979442,0,0
chr20_60572606_60589763_-,0,0.048920448,0,0,0,0
chr20_60831113_60835181_+,0.040678193,0,0,0,0,0
chr20_61565409_61565520_-,0,0,0,0.033979442,0,0
chr21_29584559_29600797_-,0.040678193,0.12230112,0,0,0,0
chr21_30677525_30702014_+,0,0,0.070640192,0,0,0
chr21_33040815_33040946_+,0.081356387,0,0.070640192,0,0,0
chr21_34875801_34906994_-,0.040678193,0,0,0,0,0
chr21_34897142_34897275_-,0,0.048920448,0,0,0,0
chr21_40619627_40646398_-,0,0.048920448,0,0,0,0
chr21_43858678_43858805_+,0.040678193,0,0,0,0,0
chr21_44163886_44174174_+,0,0,0.047093461,0,0,0
chr21_47699907_47700489_-,0,0.048920448,0,0,0,0
chr22_18975270_18975708_+,0,0.048920448,0,0,0,0
chr22_20905723_20909435_+,0.040678193,0,0,0,0,0
chr22_22053159_22053477_+,0,0,0,0,0.040181154,0
chr22_24968726_24968848_-,0,0,0,0.033979442,0,0
chr22_24968726_24968902_-,0,0,0,0,0.040181154,0
chr22_25240864_25243731_+,0.040678193,0,0,0,0,0
chr22_26000344_26059671_+,0.040678193,0,0,0,0,0
chr22_26000344_26074882_+,0.101695483,0.097840896,0,0,0,0
chr22_26024001_26024102_+,0,0,0,0.067958884,0,0
chr22_26040559_26074882_+,0.06101729,0,0,0,0,0
chr22_26053036_26053180_+,0,0,0,0.033979442,0,0
chr22_26057543_26074882_+,0.12203458,0.048920448,0,0.135917769,0.040181154,0
chr22_28320070_28320178_+,0,0,0,0,0.040181154,0
chr22_28559080_28559587_-,0,0,0.047093461,0,0,0
chr22_29013886_29025818_-,0.040678193,0,0,0,0,0
chr22_29025540_29029962_-,0.040678193,0,0,0,0,0
chr22_31022542_31022707_-,0.040678193,0,0,0,0,0
chr22_32664275_32669494_+,0,0.048920448,0,0,0,0
chr22_33255384_33255558_-,0,0,0,0,0.040181154,0
chr22_34157358_34161940_-,0.040678193,0,0,0,0.040181154,0
chr22_36139807_36139910_-,0,0,0.047093461,0,0,0
chr22_38201936_38202037_+,0,0,0,0,0.040181154,0
chr22_41513230_41513397_+,0,0,0.047093461,0,0,0
chr22_41745164_41745274_-,0.040678193,0,0,0,0,0
chr22_42262835_42264796_+,0,0,0,0,0.060271731,0
chr22_42599703_42599862_+,0,0.048920448,0,0,0,0
chr22_43435786_43442579_-,0,0.048920448,0,0,0,0
chr22_45942965_45943084_+,0.040678193,0,0,0,0,0
chr22_46202839_46239613_+,0,0.048920448,0,0,0,0
chr22_50169239_50198008_-,0,0,0,0.033979442,0,0
chr2_100101214_100101362_-,0,0,0,0.033979442,0,0
chr2_101874253_101883341_+,0,0,0,0.033979442,0,0
chr2_10263863_10263979_+,0,0,0,0.033979442,0,0
chr2_10583839_10583962_-,0,0.048920448,0,0,0,0
chr2_10729169_10729877_-,0.06101729,0,0,0,0,0
chr2_109405308_109432561_+,0.040678193,0,0,0,0,0
chr2_110312725_110312834_-,0,0,0,0,0.040181154,0
chr2_113057426_113069514_+,0,0,0,0.033979442,0,0
chr2_116066815_116101488_+,0.040678193,0,0,0,0,0
chr2_120690000_120704150_+,0.040678193,0,0,0,0,0
chr2_128512958_128528578_-,0.040678193,0,0,0,0,0
chr2_135011833_135012215_+,0,0.048920448,0,0,0,0
chr2_135624112_135626611_-,0,0,0.047093461,0,0,0
chr2_136261899_136279219_-,0.040678193,0,0,0,0,0
chr2_136620177_136622733_-,0.040678193,0,0,0,0,0
chr2_153431650_153437563_+,0.12203458,0.073380672,0.047093461,0,0,0
chr2_15742684_15743367_+,0,0,0,0,0.040181154,0
chr2_168869144_168873605_-,0.040678193,0,0,0,0,0
chr2_173426948_173429801_+,0,0.048920448,0,0,0,0
chr2_174228032_174228134_+,0,0.048920448,0,0,0,0
chr2_17846770_17927218_-,0.06101729,0.048920448,0.070640192,0.033979442,0,0
chr2_17896128_17927218_-,0.040678193,0,0,0,0,0
chr2_179279681_179279886_-,0.06101729,0,0,0,0,0
chr2_189864221_189866156_-,0,0,0.070640192,0,0,0
chr2_190656516_190719854_+,0.040678193,0,0,0,0,0
chr2_1906852_1927035_-,0,0.073380672,0,0,0,0
chr2_1920977_1927035_-,0.06101729,0,0,0,0,0
chr2_1926040_1927035_-,0,0.073380672,0,0,0,0
chr2_1926064_1927035_-,0.06101729,0,0.070640192,0.050969163,0,0
chr2_201721405_201726585_-,0,0,0.047093461,0,0,0
chr2_201807408_201822856_-,0.040678193,0,0,0,0,0
chr2_20232564_20232731_-,0,0,0,0,0.040181154,0
chr2_203620261_203624076_+,0,0.097840896,0.117733653,0,0,0
chr2_204276008_204281804_+,0.040678193,0,0,0,0,0
chr2_204321682_204321791_-,0.06101729,0,0,0,0,0
chr2_20482708_20527139_-,0.06101729,0,0,0,0,0
chr2_208465579_208465710_+,0,0,0.047093461,0,0,0
chr2_209215495_209219369_+,0.040678193,0,0,0,0,0
chr2_210557349_210561472_+,0,0,0.047093461,0,0,0
chr2_210557361_210561472_+,0,0,0.047093461,0,0,0
chr2_210597053_210597165_-,0,0,0,0.033979442,0,0
chr2_215617171_215646233_-,0,0,0.047093461,0,0,0
chr2_216259251_216259442_-,0,0.048920448,0,0,0,0
chr2_216983776_216986903_+,0,0,0.094186922,0,0,0
chr2_217077083_217077185_-,0,0,0,0.050969163,0,0
chr2_232070911_232160966_+,0,0,0,0,0.040181154,0
chr2_233651864_233660935_+,0.040678193,0.048920448,0,0.033979442,0,0
chr2_24098699_24111269_-,0.06101729,0,0,0,0,0
chr2_242343243_242347030_+,0,0.048920448,0,0,0,0
chr2_25972765_25972912_+,0,0,0,0.033979442,0,0
chr2_26076976_26077082_-,0,0,0,0,0.040181154,0
chr2_27002988_27003097_-,0.040678193,0,0,0,0,0
chr2_27162899_27164960_+,0.040678193,0,0,0,0,0
chr2_27301715_27301815_-,0,0.048920448,0,0,0,0
chr2_2897818_2901076_-,0.040678193,0,0,0,0,0
chr2_29023729_29023911_-,0.081356387,0,0.094186922,0.135917769,0.060271731,0
chr2_29849847_29850003_-,0,0,0,0,0.040181154,0
chr2_29989772_29989885_-,0,0,0.047093461,0,0,0
chr2_32323865_32341281_+,0.06101729,0.048920448,0.094186922,0,0,0
chr2_32515552_32517417_+,0.040678193,0,0,0,0,0
chr2_32515552_32526564_+,0.040678193,0,0,0,0,0
chr2_32613818_32617218_+,0,0.073380672,0,0,0,0
chr2_32698180_32702651_+,0.081356387,0,0,0,0,0
chr2_32703703_32725176_+,0.06101729,0.097840896,0.070640192,0,0,0
chr2_32734805_32800433_+,0.040678193,0,0,0,0,0
chr2_32847036_32897451_+,0,0.048920448,0,0,0,0
chr2_37871409_37871519_+,0,0,0,0.033979442,0.040181154,0
chr2_38795341_38818790_-,0,0.048920448,0,0.033979442,0,0
chr2_39406328_39456729_-,0,0,0,0.067958884,0,0
chr2_39431668_39456729_-,0,0.073380672,0,0,0,0
chr2_39440541_39456729_-,0.12203458,0.048920448,0.117733653,0.033979442,0.060271731,0
chr2_39573580_39573682_+,0,0,0,0.033979442,0,0
chr2_42425820_42425942_+,0,0,0,0.050969163,0,0
chr2_44121684_44153100_-,0,0,0.047093461,0,0,0
chr2_44200746_44209573_-,0,0.048920448,0,0,0,0
chr2_44776727_44777483_+,0,0,0,0.033979442,0,0
chr2_45773871_45812913_-,0.040678193,0,0,0,0.060271731,0
chr2_47690170_47710111_+,0.081356387,0,0,0,0,0
chr2_48100621_48100745_+,0,0,0,0.033979442,0,0
chr2_48100663_48100787_-,0,0,0,0.033979442,0.060271731,0
chr2_48678147_48718309_+,0.040678193,0,0,0,0,0
chr2_54114396_54120936_-,0.040678193,0,0,0,0,0
chr2_54893116_54893225_+,0,0,0,0.033979442,0,0
chr2_55200114_55200269_-,0,0,0.047093461,0,0,0
chr2_5834423_5834541_-,0,0,0.047093461,0,0,0
chr2_61295984_61297635_+,0,0.048920448,0,0,0,0
chr2_61406121_61413632_+,0,0,0,0,0.040181154,0
chr2_61450195_61508377_-,0,0.073380672,0,0,0,0
chr2_61484350_61484454_+,0,0,0.070640192,0,0,0
chr2_61552510_61561106_-,0,0.048920448,0,0,0,0
chr2_61710092_61720188_-,0.040678193,0,0,0,0,0
chr2_61749746_61764803_-,0.040678193,0,0,0,0,0
chr2_62103230_62110683_-,0,0,0.047093461,0,0,0
chr2_62227836_62228117_+,0.06101729,0,0,0,0,0
chr2_62449347_62452549_+,0.06101729,0,0,0,0,0
chr2_63831827_63831967_-,0,0,0,0.033979442,0,0
chr2_68464274_68464390_-,0.040678193,0,0,0,0,0
chr2_68717322_68742868_+,0.040678193,0,0,0,0,0
chr2_68717322_68805135_+,0,0,0.047093461,0,0,0
chr2_68729863_68772444_+,0.040678193,0,0,0,0,0
chr2_72357449_72357557_+,0,0,0.047093461,0,0,0
chr2_72357812_72358054_-,0,0.048920448,0,0,0,0
chr2_72371118_72371342_-,0,0.097840896,0.094186922,0,0,0
chr2_72692289_72707879_-,0,0.048920448,0,0,0.060271731,0
chr2_72796112_72796230_-,0,0,0.047093461,0,0,0
chr2_73659257_73682422_+,0.040678193,0,0,0,0,0
chr2_73659257_73718625_+,0,0,0,0.033979442,0,0
chr2_73784347_73786269_+,0.040678193,0.073380672,0,0,0,0
chr2_73827805_73898277_+,0,0,0,0,0.060271731,0
chr2_74720780_74720912_-,0,0,0,0,0.060271731,0
chr2_79878678_79878784_+,0,0,0.047093461,0,0,0
chr2_85771561_85771668_-,0,0,0,0.033979442,0,0
chr2_86479080_86509365_-,0,0.048920448,0,0,0,0
chr2_86968050_86980681_+,0.040678193,0,0,0,0,0
chr2_9083316_9114564_-,0,0,0,0,0.040181154,0
chr2_9437429_9468040_+,0.040678193,0,0,0,0,0
chr2_9437429_9475308_+,0,0.048920448,0,0,0,0
chr2_9552398_9558861_-,0,0.048920448,0,0,0,0
chr2_9568894_9574089_+,0.040678193,0,0,0,0,0
chr2_99199139_99199283_-,0,0,0,0.033979442,0,0
chr2_99199170_99199314_-,0,0,0,0.033979442,0.060271731,0
chr2_99199199_99199343_-,0,0,0,0.033979442,0,0
chr2_99271908_99294934_-,0.06101729,0,0,0,0,0
chr2_99919153_99921208_-,0.040678193,0,0,0,0,0
chr3_101374948_101391057_-,0,0,0.047093461,0.067958884,0.060271731,0
chr3_121168162_121206356_-,0,0.048920448,0.047093461,0,0,0
chr3_129579783_129599402_-,0.06101729,0,0,0,0,0
chr3_129599152_129599405_-,0.081356387,0,0.047093461,0,0,0
chr3_132182515_132182661_+,0.040678193,0,0,0,0,0
chr3_132400758_132427101_-,0.040678193,0,0,0,0,0
chr3_133049716_133049818_-,0,0,0,0.033979442,0,0
chr3_133331233_133339191_-,0.040678193,0,0,0,0,0
chr3_133543609_133543802_-,0,0,0.047093461,0,0,0
chr3_134077382_134080649_-,0.040678193,0,0,0,0,0
chr3_136035783_136048826_+,0.040678193,0,0,0,0,0
chr3_136136727_136141886_-,0.040678193,0,0,0,0,0
chr3_137579906_137580016_+,0,0.048920448,0,0,0,0
chr3_138003273_138009481_+,0.040678193,0,0,0,0,0
chr3_138244332_138256189_-,0,0,0,0.033979442,0,0
chr3_138244332_138291774_-,0,0.048920448,0,0,0,0
chr3_138248041_138251412_-,0,0,0.047093461,0,0,0
chr3_141231005_141248644_+,0.040678193,0,0,0,0,0
chr3_148756836_148793834_-,0,0.048920448,0,0,0,0
chr3_148773090_148793834_-,0,0,0,0.050969163,0,0
chr3_150396196_150416669_-,0,0,0.047093461,0,0,0
chr3_15452752_15457449_-,0.06101729,0.073380672,0.047093461,0,0,0
chr3_15475855_15476045_+,0,0,0.070640192,0,0,0
chr3_155611307_155629068_+,0.040678193,0.073380672,0.047093461,0,0,0
chr3_160122116_160134203_+,0.040678193,0,0,0,0,0
chr3_160945035_160960441_+,0.040678193,0,0,0,0,0
chr3_170077487_170109048_+,0,0,0,0,0.040181154,0
chr3_172477951_172501699_+,0.040678193,0,0,0,0,0
chr3_178921332_178922376_+,0.040678193,0,0,0,0,0
