,SRR5817025_2242-1_Hepa_Day_96,SRR5817026_2242-1_Hepa_Day_102,SRR5817027_2242-1_Hepa_Day_120,SRR5817028_2242-1_Hepa_Day_137,SRR5817029_2242-1_Hepa_Day_172,SRR5817030_2242-1_Hepa_Day_193,SRR5817031_2242-1_Hepa_Day_224,SRR5817032_2242-1_Hepa_Day_295,SRR5817033_2242-1_Hepa_Day_377,SRR5817034_2242-1_Hepa_Day_450,SRR5817035_2242-1_Hepa_Day_495,SRR5817036_8858-1_Hepa_Day_180,SRR5817037_8858-3_Hepa_Day_100,SRR5817038_8858-3_Hepa_Day_130,SRR5817039_8858-1_Thy1_Day_82,SRR5817040_8858-1_Thy1_Day_93,SRR5817041_8858-1_Thy1_Day_100,SRR5817042_8858-1_Thy1_Day_450,SRR5817043_2242-1_Thy1_Day_100,SRR5817044_2242-1_Thy1_Day_160,SRR5817045_2242-1_Thy1_Day_160b,SRR5817046_2242-1_Thy1_Day_250
chr6_99323291_99353546_+,0,0,0,0,0,0,0.089902879,0,0,0,0,0.042874133,0,0,0,0,0,0,0,0,0,0
chr6_99323291_99382755_+,0.02129262,0.0460855,0,0,0,0,0,0.157729478,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr6_99328429_99375698_+,0,0,0.035479096,0,0.222228736,0,0,0,0.146832852,0,0,0,0,0,0,0,0,0,0,0,0,0
chr6_99347144_99375698_-,0,0.0460855,0,0,0,0,0.089902879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr6_99347144_99382755_-,0.02129262,0,0.035479096,0,0,0.078895501,0,0.022532783,0.02936657,0.094441307,0.083683346,0,0,0,0,0,0,0,0,0,0,0
chr6_99374353_99375698_+,0,0,0,0,0,0,0.029967626,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr6_99887645_99913012_-,0.063877859,0.02304275,0,0,0,0,0,0,0.02936657,0,0,0.042874133,0.148753055,0,0,0,0,0,0.094404913,0,0,0
chr7_101713619_101758553_+,0.02129262,0,0,0,0,0,0.119870505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_102743498_102769239_-,0,0,0.035479096,0,0.044445747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_102960056_102963241_-,0,0,0,0,0,0,0.149838131,0.022532783,0.02936657,0,0,0,0.148753055,0,0,0,0,0,0.188809827,0,0.030715292,0
chr7_102962379_102963241_-,0.02129262,0.0460855,0.017739548,0.082336766,0.044445747,0,0.029967626,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0.245722335,0
chr7_104678573_104707254_-,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr7_104681286_104722244_-,0.02129262,0,0,0.109782354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr7_104702611_104722244_+,0.063877859,0,0.017739548,0,0,0,0,0.022532783,0,0,0,0.128622398,0,0,0,0,0,0.030149039,0.14160737,0,0.092145876,0
chr7_104707174_104731761_+,0,0.02304275,0.549925989,0,0,0,0,0,0.058733141,0,0.027894449,0,0.148753055,0,0.107998842,0.140055634,0,0,0.14160737,0,0.215007043,0
chr7_104714066_104717880_-,0,0.06912825,0.035479096,0,0,0,0,0,0,0,0.083683346,0,0,0,0,0.196077888,0,0.030149039,0,0,0.030715292,0
chr7_104714066_104719410_+,0,0.02304275,0.070958192,0,0.022222874,0.0262985,0,0.067598348,0.058733141,0,0.083683346,0,0,0,0.43199537,0.028011127,0,0.030149039,0.330417197,0,0.307152919,0
chr7_104714066_104722244_+,0,0,0,0,0.022222874,0,0,0,0,0,0,0.042874133,0,0,0,0.028011127,0,0.030149039,0.094404913,0,0.153576459,0
chr7_104714066_104731761_-,0.02129262,0,0,0,0.088891494,0,0,0,0,0,0.027894449,0,0,0,0,0.112044507,0,0,0,0,0,0
chr7_104719293_104731761_-,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0,0
chr7_104730456_104731761_+,0,0,0.070958192,0,0,0,0,0,0,0,0.055788897,0,0,0,0,0.112044507,0,0.060298078,0,0,0.122861168,0
chr7_104741872_104742641_+,0,0,0,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0,0,0,0,0,0.030715292,0
chr7_104773238_104787105_-,0.02129262,0,0,0,0.044445747,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr7_104782455_104787105_-,0.085170478,0,0,0,0.044445747,0,0,0.022532783,0,0,0,0.042874133,0.29750611,0,0,0,0,0.030149039,0.047202457,0,0,0
chr7_105182855_105192154_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0.446259166,0,0,0,0,0,0,0.167643835,0,0
chr7_105182855_105206095_+,0.042585239,0,0,0.027445589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_105192017_105206095_-,0,0,0,0,0,0,0,0,0,0,0,0.128622398,0,0,0,0,0,0,0,0,0.061430584,0
chr7_105278800_105283568_-,0,0,0,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0.028011127,0,0,0,0,0.184291751,0
chr7_105283285_105305735_+,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr7_105733395_105739728_+,0.02129262,0,0.08869774,0,0,0.078895501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_106820324_106827126_+,0,0,0,0,0,0.105194001,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr7_107836205_107850049_-,0,0,0,0,0,0,0,0.022532783,0.02936657,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr7_107864169_107880614_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0.29750611,0,0,0,0,0,0,0,0,0
chr7_11021999_11022786_+,0.02129262,0,0.070958192,0,0,0,0,0,0,0,0,0.214370663,0,0,0.053999421,0.056022254,0,0,0.236012284,0.335287669,0.215007043,0
chr7_11021999_11030474_+,0.085170478,0.276513,0.957935593,0.548911771,0.200005862,0.157791002,0,0.135196695,0.058733141,0,0.139472243,0,0.29750611,0,0.377995949,1.260500706,0,0.241192312,0.755239307,0.838219173,1.996493972,0.307941661
chr7_11021999_11053533_+,0,0,0,0,0,0,0,0,0,0,0,0.171496531,0,0,0.053999421,0,0,0.030149039,0.047202457,0,0.092145876,0
chr7_11021999_11062606_-,0.02129262,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_11068308_11101712_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150745195,0,0,0.030715292,0
chr7_11075267_11101712_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr7_11101418_11151094_+,0,0,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr7_111575595_111585853_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161998264,0,0,0,0.047202457,0,0,0
chr7_121637934_121668697_+,0,0,0.070958192,0,0,0,0,0,0,0,0,0,0,0,0.107998842,0,0,0,0,0,0,0
chr7_121644668_121651363_-,0,0,0,0.658694126,0,0,0,0.022532783,0.117466282,0.188882615,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr7_121644668_121653943_-,0,0.02304275,0,0,0,0.0262985,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr7_121650388_121653943_+,0,0,0,0,0,0,0.089902879,0.022532783,0,0,0,0,0,0,0,0.028011127,0,0,0.094404913,0,0,0
chr7_121653398_121653679_+,0,0,0,0,0.044445747,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_121653815_121671613_-,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr7_121753172_121773795_-,0,0.02304275,0.017739548,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0.08403338,0,0,0,0,0,0
chr7_123329096_123332921_-,0,0.0460855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr7_127013396_127017383_-,0,0.0460855,0.106437288,0.027445589,0,0,0,0.045065565,0,0.094441307,0.027894449,0.042874133,0.595012221,0.68254385,0.215997685,0.112044507,0,0.211043273,0.094404913,0,0.522159962,0.10264722
chr7_127975597_127976096_-,0,0,0,0,0,0,0.029967626,0,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr7_127975597_127977256_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167643835,0.061430584,0
chr7_128220053_128249633_-,0,0.06912825,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr7_128640483_128658211_+,0,0.02304275,0,0,0.177782989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_128655033_128658211_-,0.02129262,0,0.159655932,0,0.022222874,0.078895501,0.089902879,0.09013113,0,0.094441307,0,0,0,0,0,0,0,0.030149039,0,0,0.030715292,0
chr7_129756285_129769416_-,0,0,0.141916384,0,0,0,0,0,0,0,0,0.128622398,0,0,0,0.056022254,0,0,0.047202457,0,0,0
chr7_131060183_131084192_+,0,0.0460855,0.035479096,0,0,0.052597001,0,0,0,0,0,0,0,0,0,0.056022254,0,0.030149039,0,0,0.092145876,0
chr7_131060183_131130662_-,0,0,0.035479096,0,0.088891494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205294441
chr7_131071879_131130662_+,0,0,0,0,0,0.105194001,0.029967626,0,0.02936657,0,0,0.042874133,0,0,0,0,0,0.030149039,0.047202457,0,0,0
chr7_131113792_131130662_-,0,0,0,0,0.266674483,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr7_131193710_131196192_-,0.042585239,0.11521375,0.053218644,0.054891177,0.133337242,0.0262985,0.119870505,0,0,0,0.027894449,0,0.29750611,0,0,0,0,0.211043273,0,0,0,0
chr7_132719336_132719834_+,0,0,0,0,0,0,0.029967626,0,0,0,0,0.342993061,0.29750611,0,0,0,0,0.090447117,0,0,0,0
chr7_133821776_133848292_+,0,0,0,0,0,0,0,0.067598348,0.02936657,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_135078670_135082978_-,0.02129262,0.02304275,0.08869774,0,0,0,0.359611515,0,0,0,0,0,0,0,0.053999421,0,0,0.030149039,0.236012284,0,0.122861168,0
chr7_138189035_138223548_+,0.042585239,0.20738475,0.26609322,0.054891177,0,0.0262985,0,0,0.058733141,0,0.027894449,0.128622398,0,0,0,0,0,0.060298078,0.094404913,0.670575339,0.122861168,0
chr7_138199957_138223548_-,0.042585239,0,0,0,0,0,0.029967626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092145876,0
chr7_138203934_138223548_+,0,0,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr7_138203934_138235925_+,0.063877859,0.20738475,0.425749153,0,0,0.157791002,0.089902879,0.045065565,0.02936657,0,0.055788897,0,0.148753055,0,0,0.08403338,0,0.241192312,0.188809827,0.167643835,1.566479886,0
chr7_138203934_138266516_-,0.02129262,0.02304275,0,0,0.155560115,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr7_138209986_138239711_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0.061430584,0
chr7_138209986_138258387_-,0.042585239,0,0.053218644,0,0,0.105194001,0,0,0,0,0.027894449,0.085748265,0,0,0,0,0,0,0.094404913,0,0.122861168,0
chr7_138239443_138258387_-,0.02129262,0.02304275,0,0,0,0,0.089902879,0,0,0,0,0.171496531,0.446259166,0,0,0,0,0,0,0,0.030715292,0
chr7_138579088_138604184_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056022254,0,0.030149039,0.047202457,0,0,0
chr7_138822593_138833123_-,0,0,0.283832768,0,0,0,0.059935253,0,0.117466282,0,0,0,0,0,0,0.056022254,0,0.090447117,0,0,0.061430584,0
chr7_138921751_138951149_+,0,0,0,0.054891177,0,0,0,0,0,0.094441307,0,0,0.148753055,0,0.053999421,0.028011127,0,0,0,0,0.061430584,0
chr7_138921751_138960893_+,0,0,0.035479096,0,0,0,0.029967626,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0.030715292,0
chr7_138921751_138969320_-,0.042585239,0.0460855,0.070958192,0,0,0.131492501,0.119870505,0,0,0,0.027894449,0,0.148753055,0,0.215997685,0.028011127,0,0.150745195,0.188809827,0.335287669,0.215007043,0.10264722
chr7_138921751_138982710_+,0,0.02304275,0,0,0,0.052597001,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr7_138921751_138982784_-,0.042585239,0.11521375,0,0,0.266674483,0.078895501,0.029967626,0,0.02936657,0,0.027894449,0,0.595012221,0,0.107998842,0,0,0.271341352,0.236012284,0.838219173,0.368583503,0.410588882
chr7_138921754_138969320_+,0,0,0,0,0,0,0.089902879,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr7_138921754_138982784_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0.08403338,0,0,0,0,0.061430584,0
chr7_138936702_138951149_+,0,0,0.017739548,0.054891177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180894234,0.28321474,0.167643835,0,0
chr7_138964064_138969320_-,0.02129262,0.06912825,0.035479096,0,0,0,0.329643889,0,0,0,0.055788897,0.128622398,0,0,0,0.028011127,0,0,0,0,0,0
chr7_139083345_139094400_+,0,0,0.08869774,0.054891177,0,0.052597001,0,0,0.058733141,0,0,0,0,0,0,0.056022254,0,0,0.047202457,0,0.061430584,0
chr7_139083345_139097326_+,0,0,0.017739548,0,0.422234598,0,0,0,0,0,0,0,0,0,0,0.140055634,0,0,0,0,0.030715292,0
chr7_139083345_139102475_-,0,0,0.159655932,0,0,0,0,0.022532783,0,0.094441307,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr7_139086883_139094400_+,0.02129262,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0.092145876,0
chr7_13940363_13978871_-,0,0,0.017739548,0,0,0.157791002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_13940363_14017105_+,0,0.02304275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr7_139415731_139416814_+,0.063877859,0.0460855,0.354790961,0.109782354,0.022222874,0.210388002,0.209773384,0.337991738,0.205565993,0,0.111577795,0.300118929,0.595012221,4.322777717,0.053999421,0.08403338,0,0.241192312,0.519227024,0.335287669,0.552875254,0.410588882
chr7_139415731_139455058_-,0,0,0,0,0,0,0,0,0,0,0.027894449,0.085748265,0,0,0,0,0,0,0,0,0,0
chr7_13946055_13978871_-,0,0,0,0,0.066668621,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0,0.188809827,0,0,0
chr7_13946055_14017105_-,0,0,0.035479096,0,0,0,0,0,0,0,0.083683346,0.171496531,0,0,0,0,0,0.030149039,0,0,0,0
chr7_13971127_13978871_-,0,0.0460855,0.017739548,0,0,0.0262985,0,0,0.02936657,0,0.055788897,0,0,0,0,0,0,0.030149039,0,0,0,0
chr7_13971127_14017105_-,0.042585239,0.02304275,0,0,0,0,0,0,0,0,0.027894449,0.557363724,0,0,0,0,0,0,0.047202457,0,0.215007043,0
chr7_140476712_140494267_+,0,0.06912825,0.08869774,0.109782354,0,0,0.029967626,0,0,0.094441307,0,0,0,1.137573083,0,0,0,0.060298078,0.094404913,0,0.061430584,0
chr7_140476712_140501360_+,0.042585239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090447117,0,0,0,0
chr7_140476712_140508795_+,0,0.092171,0.124176836,0.082336766,0,0.052597001,0,0.112663913,0.02936657,0,0.055788897,0.171496531,0,0,0,0.028011127,0,0.060298078,0.28321474,0,0.092145876,0
chr7_141336760_141349133_-,0.042585239,0.02304275,0.195135028,0,0,0.052597001,0,0,0.088099711,0,0.027894449,0.042874133,0,0.227514617,0.269997106,0,0,0.030149039,0,0,0.092145876,0
chr7_145892203_145893115_+,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090447117,0,0,0.122861168,0
chr7_14613837_14712652_+,0,0.02304275,0,0.082336766,0.022222874,0.105194001,0.23974101,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr7_14712554_14775819_-,0,0,0,0,0,0,0.029967626,0,0,0,0.027894449,0.342993061,0,0,0,0,0,0,0,0,0.122861168,0
chr7_148427092_148464841_-,0,0,0,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0,0.094404913,0,0,0
chr7_148516070_148516779_-,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr7_148529726_148544397_-,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr7_148851037_148851432_-,0,0,0.053218644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10264722
chr7_151261164_151265928_-,0.02129262,0,0.070958192,0.109782354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_151841798_151848666_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0.030149039,0.094404913,0,0,0.10264722
chr7_151849790_151893096_+,0,0,0,0,0.155560115,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_151859202_151893096_+,0,0.092171,0,0,0,0.052597001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_151873276_151875095_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0.10264722
chr7_151877796_151896544_-,0.042585239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092145876,0
chr7_151902191_151945705_+,0,0,0.017739548,0,0.377788851,0.0262985,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr7_151917608_151935911_-,0,0.02304275,0.035479096,0,0,0,0.029967626,0,0,0,0.027894449,0,0,0,0,0,0,0,0.14160737,0,0,0
chr7_151960101_152012423_-,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410588882
chr7_152007051_152055760_-,0,0.276513,0,0.027445589,0,0,0,0,0,0.094441307,0,0,0,0,0,0,0,0,0,0,0,0
chr7_152480272_152522207_-,0,0.02304275,0,0,0.044445747,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0.060298078,0.094404913,0,0,0
chr7_152497616_152522207_-,0,0,0,0,0,0.105194001,0,0.022532783,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr7_152921793_152936029_-,0,0,0,0,0,0,0,0,0,0,0,0.428741327,0,0,0,0,0,0.030149039,0,0,0,0
chr7_155457869_155473602_+,0,0.06912825,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0.028011127,0,0,0.094404913,0,0.030715292,0
chr7_155530224_155538296_-,0,0.0460855,0.053218644,0,0,0,0,0,0,0,0,0.300118929,0,0,0,0,0,0,0,0,0,0
chr7_156956504_156975022_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.030715292,0
chr7_156994415_157018233_-,0,0,0.017739548,0,0,0,0,0,0,0,0.055788897,0,0,0,0,0,0,0,0,0,0,0
chr7_156994415_157024021_+,0.02129262,0,0.053218644,0,0,0,0.029967626,0,0,0,0,0,0,0,0,0,0,0.030149039,0.047202457,0.335287669,0.092145876,0
chr7_158552177_158591763_+,0.02129262,0.02304275,0,0,0,0,0,0,0.02936657,0,0,0,0,0,0,0,0,0.030149039,0.047202457,0.335287669,0,0
chr7_158566032_158590767_-,0,0.0460855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr7_158566032_158591763_-,0,0.02304275,0.017739548,0,0,0.078895501,0.029967626,0,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0,0.10264722
chr7_158580695_158591763_+,0,0,0.08869774,0,0,0.0262985,0,0,0,0.094441307,0.055788897,0.171496531,0.29750611,0,0,0.028011127,0,0.090447117,0.14160737,0,0.215007043,0
chr7_158662546_158664253_+,0.02129262,0,0.035479096,0,0,0,0.029967626,0,0,0,0,0,0,0,0.161998264,0,0,0,0,0,0,0
chr7_158662546_158669382_+,0.085170478,0.0460855,0.106437288,0,0,0.105194001,0,0.067598348,0,0,0.027894449,0,0,0,0,0.028011127,0.329079866,0,0.377619654,0,0.307152919,0
chr7_158662546_158684024_+,0,0.02304275,0.354790961,0,0,0,0,0.022532783,0.02936657,0,0,0,0,0,0,0,0,0,0,0.502931504,0.092145876,0
chr7_158662546_158695286_+,0,0,0,0.054891177,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0.030149039,0.047202457,0.335287669,0.245722335,0
chr7_158662546_158698782_+,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122861168,0
chr7_158662546_158711560_+,0.02129262,0.06912825,0.035479096,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.188809827,0,0.030715292,0
chr7_158669300_158672680_-,0,0.06912825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0.061430584,0
chr7_158669300_158684024_+,0.02129262,0,0.053218644,0,0,0,0.029967626,0,0,0,0,0,0.29750611,0,0,0,0,0.030149039,0.188809827,0,0.368583503,0.10264722
chr7_158672375_158684024_+,0,0,0,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0,0,0,0,0,0.215007043,0
chr7_158672375_158698782_-,0,0.02304275,0.035479096,0,0,0,0,0,0,0.094441307,0,0,0,0,0.377995949,0,0,0.030149039,0.330417197,0,0.307152919,0
chr7_158672375_158711560_-,0,0.02304275,0.053218644,0,0.022222874,0,0,0,0,0,0,0,0.743765276,0,0,0,0,0,0,0,0.153576459,0
chr7_17908030_17937069_+,0,0.02304275,0,0,0.044445747,0.131492501,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr7_17929986_17937069_-,0.02129262,0.02304275,0,0,0,0.052597001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_18624904_18633652_-,0,0.11521375,0.017739548,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0.056022254,0,0.030149039,0.047202457,0,0,0
chr7_18624904_18688306_-,0,0,0,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0.090447117,0.094404913,0,0,0
chr7_21639405_21659696_-,0.02129262,0,0,0.082336766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_22347958_22357656_+,0,0,0.08869774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr7_22999875_23030758_-,0.02129262,0.02304275,0.035479096,0,0,0.078895501,0,0,0,0.094441307,0,0,0,0,0,0.056022254,0,0,0.047202457,0,0,0
chr7_23015829_23023664_-,0,0,0,0.109782354,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0.061430584,0
chr7_23015829_23030758_+,0,0,0,0,0,0,0.119870505,0,0,0,0,0.257244796,0,0,0,0,0,0,0.094404913,0,0.030715292,0.10264722
chr7_23555982_23562051_+,0.02129262,0,0.053218644,0,0.022222874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr7_23561326_23562051_-,0,0,0.053218644,0,0,0,0,0,0,0,0,0,0.29750611,0.910058467,0,0.056022254,0,0,0.047202457,0,0,0
chr7_23650790_23651172_+,0,0,0,0,0,0,0,0,0,0,0,0,0.29750611,0,0,0,0,0,0,0,0.061430584,0
chr7_24659671_24708279_+,0.02129262,0.0460855,0,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0,0.094404913,0,0.122861168,0
chr7_24659671_24720139_-,0,0,0.053218644,0,0,0,0,0.045065565,0,0,0.027894449,0.085748265,0,0,0,0,0,0,0,0,0,0
chr7_24663282_24708279_+,0,0,0,0,0.044445747,0.0262985,0,0.045065565,0.146832852,0,0.055788897,0,0.148753055,0,0,0.056022254,0.329079866,0.060298078,0,0,0.061430584,0
chr7_24663282_24720139_+,0,0,0,0.054891177,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0.094404913,0,0,0
chr7_24663285_24690331_+,0.02129262,0,0.017739548,0,0,0,0.029967626,0,0.058733141,0,0,0.085748265,0.148753055,0,0,0,0,0,0,0,0,0
chr7_24663285_24708279_-,0.085170478,0,0.17739548,0,0,0.052597001,0,0,0.117466282,0,0.083683346,0.085748265,0.446259166,0,0,0.112044507,0,0.090447117,0.14160737,0.167643835,0.184291751,0
chr7_24663285_24720139_-,0,0.02304275,0.106437288,0,0,0,0,0.045065565,0,0,0.027894449,0.042874133,0.148753055,0,0,0,0,0.030149039,0.14160737,0,0.061430584,0
chr7_27824782_27839709_-,0.02129262,0.02304275,0.017739548,0,0,0.0262985,0,0,0,0,0.027894449,0.042874133,0,0,0,0.028011127,0,0,0,0,0.153576459,0.10264722
chr7_28843816_28857796_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr7_29960805_29961172_-,0.02129262,0,0,0,0,0,0,0,0.058733141,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_30590252_30601744_+,0,0.0460855,0.053218644,0,0,0,0.089902879,0.09013113,0,0,0,0.128622398,0.148753055,0,0,0.140055634,0,0.060298078,0.14160737,0,0.092145876,0
chr7_32584306_32609766_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0.061430584,0
chr7_32660016_32718742_-,0,0.0460855,0,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0,0,0,0,0,0,0
chr7_32672155_32718742_+,0.042585239,0,0,0.082336766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_33185854_33217203_-,0,0,0.053218644,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0,0,0,0,0
chr7_33388680_33427756_-,0,0.0460855,0.08869774,0,0,0.078895501,0,0.135196695,0.176199423,0,0.167366692,0.085748265,0,0,0.269997106,0,0,0.030149039,0.094404913,0.335287669,0.276437627,0.205294441
chr7_33397467_33476412_-,0,0,0,0,0,0,0,0,0,0,0,0.042874133,0,0,0.107998842,0,0,0,0,0,0,0
chr7_33407379_33427756_-,0,0.0460855,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr7_33644477_33682530_+,0,0,0.017739548,0,0,0,0,0.022532783,0,0,0.055788897,0,0,0,0,0,0,0,0,0,0,0
chr7_35029496_35058208_-,0,0,0,0,0,0,0.059935253,0,0,0,0,0.042874133,0,0,0,0,0,0,0,0,0,0
chr7_35180645_35204571_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737,0.167643835,0,0
chr7_35677960_35709938_-,0,0.06912825,0.053218644,0,0,0.0262985,0,0,0.02936657,0,0.027894449,0,0,0,0,0.168066761,0,0,0,0,0,0
chr7_35677960_35712888_+,0.02129262,0.06912825,0.017739548,0,0,0,0,0,0,0,0,0,0.29750611,0,0,0,0,0.030149039,0,0,0.030715292,0
chr7_35707044_35712888_-,0,0.02304275,0.709581921,0,0.022222874,0,0,0,0,0,0,0.042874133,0.29750611,0,0,0,0,0,0.094404913,0,0.030715292,0
